Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
SBS Legal Rechtsanwälte PartG,"Hans-Henny-Jahnn-Weg 49, 22085 Hamburg",https://www.linkedin.com/company/sbs-legal/,http://www.sbs-legal.de/,mail@sbs-legal.de,Florian Hayko; Jannik Pfannenstiel; Andrè Schenk LL.M. Eur; Stephan Schulenberg LL.M. Eur; Tae Joung Kim; Laura Novakovski Ouerghemi; Dr. Miriam Prinzen LL. M.,Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Urheberrecht & Medienrecht • Fachanwaltschaft IT-Recht • Insolvenzrecht & Sanierungsrecht • Wettbewerbsrecht • Arbeitsrecht • Datenschutzrecht • Strafrecht • Handelsrecht & Gesellschaftsrecht •  • Mediation • Bankrecht & Kapitalmarktrecht • Wirtschaftsrecht • Unternehmensrecht & Betriebsnachfolge • Zivilrecht • Allgemeines Vertragsrecht • Werkvertragsrecht • Steuerrecht • Zivilprozessrecht
MEDIA KANZLEI Riemenschneider,"Hanauer Landstraße 155, 60314 Frankfurt am Main",https://www.linkedin.com/company/media-kanzlei,https://media-kanzlei.com/,anwalt@media-kanzlei.com,Dr. Severin Riemenschneider LL.M. Eur.; Leonard Langenkamp; Dr. Tobias Hermann; Marina Rodenhausen LL.M.,Fachanwaltschaft Urheberrecht & Medienrecht • Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sportrecht • Wettbewerbsrecht •  • Zivilprozessrecht • IT-Recht • Datenschutzrecht • Vereinsrecht & Verbandsrecht • Zivilrecht • Allgemeines Vertragsrecht
Wegner Rechtsanwälte,"Bismarckstraße 91, 67059 Ludwigshafen am Rhein",No LinkedIn link,http://www.wegner-zorn.com/,zorn@razorn.de,Martin Wegner; Markus Zorn; Tanja Rößiger,Fachanwaltschaft Arbeitsrecht • Familienrecht • Mietrecht & Wohnungseigentumsrecht • Erbrecht • Maklerrecht • Grundstücksrecht & Immobilienrecht • Wettbewerbsrecht • IT-Recht •  • Urheberrecht & Medienrecht
"Kanzlei BBR Brinkschröder, Braksiek GbR","Nikolaiort 5a, 49074 Osnabrück",No LinkedIn link,http://www.kanzlei-bbr.de/,info@kanzlei-bbr.de,André Knapheide; Matthias Brinkschröder; Michael Braksiek,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Familienrecht • Mietrecht & Wohnungseigentumsrecht • Verkehrsrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Versicherungsrecht • Grundstücksrecht & Immobilienrecht • Vergaberecht • Werkvertragsrecht • Allgemeines Vertragsrecht • Jagdrecht •  • IT-Recht
Hartmann Dahlmanns PartGmbB,"Steinbecker Meile 1, 42103 Wuppertal",No LinkedIn link,http://hd-anwalt.de/,kanzlei@hd-anwalt.de,Dominik Julian Becker; Frank Alexander Hartmann; Ralph Robert Dahlmanns; Oliver Schomberg; Monika Ortlinghaus; Stefanie Graf; Pia Turek; Nurefşan Keskiner,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Familienrecht • Fachanwaltschaft Erbrecht • Allgemeines Vertragsrecht • Zivilrecht • Werkvertragsrecht • Grundstücksrecht & Immobilienrecht • Zwangsvollstreckungsrecht • Insolvenzrecht & Sanierungsrecht • Bankrecht & Kapitalmarktrecht • Gewerblicher Rechtsschutz •  • Unternehmensrecht & Betriebsnachfolge • Schiedsgerichtsbarkeit • Vergaberecht • Mietrecht & Wohnungseigentumsrecht • Internationales Wirtschaftsrecht • Wirtschaftsrecht • Ordnungswidrigkeitenrecht • Kaufrecht
Heldt Zülch Rechtsanwälte,"Holstenwall 10, 20355 Hamburg",No LinkedIn link,http://www.heldt-zuelch.de/,info@heldt-zuelch.de,Dr. Florian Skupin M.A.; Dr. Heiner Heldt LL.M.; Jan Zülch,Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Arbeitsrecht • Urheberrecht & Medienrecht • IT-Recht •  • Wettbewerbsrecht • Datenschutzrecht • Betriebliche Altersversorgung • Designrecht
Rechtsanwälte WEIGAND & KELLER,"Holzweg 16, 61440 Oberursel (Taunus)",No LinkedIn link,http://www.anwalt-oberursel.de/,mail@anwalt-oberursel.de,Juliane Graf LL.M; Klaus-Georg Weigand; Elena Keller,Fachanwaltschaft Arbeitsrecht • Verkehrsrecht •  • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Allgemeines Vertragsrecht • Unternehmensrecht & Betriebsnachfolge • Datenschutzrecht • Mietrecht & Wohnungseigentumsrecht • Reiserecht • Werkvertragsrecht
Eikel & Partner GbR,"Friedrich-Ebert-Straße 107, 32760 Detmold",No LinkedIn link,https://www.eikel-partner.de/,info@eikel-partner.de,Wolfgang Eikel; Andreas Rieke LL.M.; Dr. Jürgen Wasner,Arbeitsrecht • Patentrecht • Wettbewerbsrecht • Allgemeines Vertragsrecht • Gewerblicher Rechtsschutz • Designrecht • Urheberrecht & Medienrecht •  • IT-Recht • Handelsrecht & Gesellschaftsrecht • Strafrecht • Verkehrsrecht • Wirtschaftsrecht
Rechtsanwälte Andries & Collegen GbR,"Dürerstr. 17, 47799 Krefeld",No LinkedIn link,https://andries-collegen.de/,j.kaemper@andries-collegen.de,Philipp Muffert; Bernd Herbertz; Andreas Möller; Andreas Beckers; Marisa Scholten,Fachanwaltschaft Strafrecht • Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Familienrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Allgemeines Vertragsrecht • Urheberrecht & Medienrecht • Ordnungswidrigkeitenrecht • Wettbewerbsrecht •  • eBay & Recht
Kanzlei Kötz Fusbahn Rechtsanwälte PartGmbB,"Rosenstraße 11a, 40479 Düsseldorf",https://www.linkedin.com/in/dr-daniel-koetz-6439698/,http://www.koetzfusbahn.de/,kanzlei@koetzfusbahn.de,Jana S. Bergmann; Dr. Daniel Kötz; Jens Klaus Fusbahn,Fachanwaltschaft Urheberrecht & Medienrecht • Fachanwaltschaft Gewerblicher Rechtsschutz • Strafrecht • Wettbewerbsrecht •  • Datenschutzrecht • Zivilrecht • Familienrecht • IT-Recht • Designrecht
SNP Schlawien Partnerschaft mbB Rechtsanwälte Steuerberater,"Türkenstr. 16, 80333 München",https://www.linkedin.com/company/snp-schlawien-partnerschaft,http://www.snp.law/,muenchen@snp.law,Quentin Kunst; Andreas Lieb; Moritz Pohle LL.M. Eur; Peter Muth M.A.; Lars Rampp LL.M.; Richard Rummel LL.M.; Oliver Truckenmüller; Gero Wilke LL.M.,Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft IT-Recht • Fachanwaltschaft Gewerblicher Rechtsschutz • Steuerrecht • Wirtschaftsrecht • Zivilprozessrecht • Insolvenzrecht & Sanierungsrecht • Unternehmensrecht & Betriebsnachfolge • Datenschutzrecht •  • Wettbewerbsrecht • Internationales Wirtschaftsrecht • Baurecht & Architektenrecht • Grundstücksrecht & Immobilienrecht
LIEB.Rechtsanwälte,"Äußere Brucker Str. 51, 91052 Erlangen",No LinkedIn link,http://www.lieb-online.com/,info@lieb-online.com,Tobias Kiphuth; Yagmur Depboylu; Jörg Steinheimer; Dr. Christopher Lieb LL.M.,Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Wettbewerbsrecht •  • Allgemeines Vertragsrecht • Wirtschaftsrecht • Designrecht • Patentrecht • Datenschutzrecht • Internationales Wirtschaftsrecht • Urheberrecht & Medienrecht
"Müller & Michael, LL.M.oec, Rechtsanwälte, PartG mbB","Jahnring 15, 39104 Magdeburg",No LinkedIn link,http://www.advocati-md.de/,info@advocati-md.de,Frank Buchmayer; Henner A. Müller; Tobias Michael LL.M.,Fachanwaltschaft Strafrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Gewerblicher Rechtsschutz • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Allgemeines Vertragsrecht • Mietrecht & Wohnungseigentumsrecht • Baurecht & Architektenrecht • Wettbewerbsrecht • IT-Recht •  • Wirtschaftsrecht • Urheberrecht & Medienrecht
"Rechtsanwälte Stühlein, Barthelmes & Kollegen","Brückenstr. 2, 96047 Bamberg",No LinkedIn link,http://www.kanzlei-sbk.de/,info@kanzlei-sbk.de,Markus Stühlein; Christian Barthelmes; Stefan Seufert; Michael Fischer,• Fachanwaltschaft Strafrecht • Fachanwaltschaft Verkehrsrecht • Steuerrecht • Zivilrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Arbeitsrecht • Erbrecht • Baurecht & Architektenrecht • Handelsrecht & Gesellschaftsrecht • Allgemeines Vertragsrecht
"Dr. Gorski, Scheibe-In der Stroth, Piotter, Rechtsanwälte, Notar, Fachanwälte","Amselweg 2, 27628 Hagen im Bremischen",No LinkedIn link,http://www.kanzlei-in-hagen.de/,info@kanzlei-in-hagen.de,Vanessa Seevers; Falk Scheibe-In der Stroth; Mareike Piotter; Anna Ziemann,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Unterhaltsrecht • Verwaltungsrecht • Verkehrsrecht • Zivilrecht • Pferderecht • Allgemeines Vertragsrecht • Öffentliches Recht • Recht rund ums Tier • Agrarrecht • Schwerbehindertenrecht • Werkvertragsrecht • Grundstücksrecht & Immobilienrecht • Sozialversicherungsrecht • Ordnungswidrigkeitenrecht • Mediation • Kaufrecht
WTB Rechtsanwälte,"Albin-Köbis-Str. 4, 51147 Köln",No LinkedIn link,https://www.wtb-rechtsanwaelte.de/,mail@wtb-recht.de,Joachim Thiele; Kathrin Bünger; Thomas Prange,• Strafrecht • Ordnungswidrigkeitenrecht • Verkehrsrecht • Internationales Recht • Schadensersatzrecht & Schmerzensgeldrecht • Verfassungsrecht • Arbeitsrecht
ROSE & PARTNER - Rechtsanwälte Steuerberater,"Jungfernstieg 40, 20354 Hamburg",https://www.linkedin.com/company/rose-&-partner-llp-rechtsanw%C3%A4lte-steuerberater,http://www.rosepartner.de/,hamburg@rosepartner.de,Christian Normann; Dr. Marius G. Hossbach; Dorothee von Detten; Meltem Kolper-Deveci; Dr. Boris Jan Schiemzik; Dr. Bernd Fleischer; Dr. Ronny Jänig LL. M.; Helge Schubert LL.M (Tax); Dott. Francesco Senatore; Dirk Mahler; Thomas Repka; Dr. Michael Demuth; Bernfried Rose LL. M.,Fachanwaltschaft Steuerrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft IT-Recht • Grundstücksrecht & Immobilienrecht • Datenschutzrecht • Mediation • Unternehmensrecht & Betriebsnachfolge • Wirtschaftsrecht • Zivilprozessrecht • Urheberrecht & Medienrecht • Schiedsgerichtsbarkeit • Internationales Wirtschaftsrecht • Maklerrecht • Sportrecht • Unterhaltsrecht • Internationales Recht • Arbeitsrecht • Wettbewerbsrecht • Markenrecht • Bankrecht & Kapitalmarktrecht
"Rechtsanwälte Reddemann, Huthoff, Sämann und Partner","Herzlia-Allee 105, 45770 Marl",No LinkedIn link,http://www.anwnotar.de/,anwalt.de-marl@anwnotar.de,Petra Scholz; Thomas Reddemann; Marc Huthoff; Katja Lukassek; André Sämann,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht •  • Fachanwaltschaft Medizinrecht • Arzthaftungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Gewerblicher Rechtsschutz • Allgemeines Vertragsrecht • Mediation • Wirtschaftsrecht • Mietrecht & Wohnungseigentumsrecht • Strafrecht • Baurecht & Architektenrecht • Werkvertragsrecht • Zivilprozessrecht • Grundstücksrecht & Immobilienrecht
Berger & Faoual Rechtsanwälte,"Syrlinstr. 35, 89073 Ulm",No LinkedIn link,http://www.anwalt-ulm.com/,info@anwalt-ulm.com,Frank Berger; Marc Faoual; Katrin Müller-Rohrhirsch,Fachanwaltschaft Strafrecht • Fachanwaltschaft Verkehrsrecht •  • Kaufrecht • Zivilrecht • Arbeitsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Forderungseinzug & Inkassorecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Zwangsvollstreckungsrecht • Ordnungswidrigkeitenrecht
MTR Legal Rechtsanwälte,"Konrad‑Adenauer‑Ufer 83, 50668 Köln",https://www.linkedin.com/company/mtr-rechtsanwaltsgesellschaft-mbh,https://www.mtrlegal.com/,info@mtrlegal.com,Michael Rainer; Marc Klaas; Alexander Gottstein LL.B.; Michael Below LL.M.,Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Bankrecht & Kapitalmarktrecht • Steuerrecht • Erbrecht •  • Arbeitsrecht
Rechtsanwälte Ritzer Gelhorn Reber,"Ludwigstr. 3, 85049 Ingolstadt",No LinkedIn link,http://www.ra-ritzer-gelhorn.com/,elisabeth.ritzer@kanzlei-in.de,Mario Eisenhut; Bettina Hetke; Elisabeth Ritzer-Reber; Tobias Reber; Friedrich Ritzer; Claus Gelhorn,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Arbeitsrecht • Allgemeines Vertragsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Forderungseinzug & Inkassorecht • Strafrecht • Baurecht & Architektenrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht • Maklerrecht
BÖSCH & KALAGI Rechtsanwälte Partnerschaft mbB,"Heiligenstr. 7, 40721 Hilden",No LinkedIn link,http://www.anwalt-hilden.de/,info@anwalt-hilden.de,Nadja Kalagi LL.M.; Astrid Bösch; Brigitta Raguž LL.M.; Funda Altun-Osterholt,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht •
BRP RENAUD,"Königstr. 28, 70173 Stuttgart",No LinkedIn link,http://www.brp.de/,info@brp.de,Barbara Günther-Reuß; Ena Borjanovic; Dr. Barbara Ackermann-Sprenger; Anja Groeneveld,Fachanwaltschaft Erbrecht •  • Internationales Recht • Mediation • Unterhaltsrecht • Unternehmensrecht & Betriebsnachfolge
D'ANTUONO Rechtsanwälte,"Heiner-Fleischmann-Str. 6, 74172 Neckarsulm",No LinkedIn link,https://www.dantuono.de/,kanzlei@dantuono-rae.de,Giuseppe D'Antuono; Christina Spohr; Dagmar Totz; Simon Schultes,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft IT-Recht •  • Zivilrecht • Medizinrecht • Schadensersatzrecht & Schmerzensgeldrecht • Sozialversicherungsrecht • Mietrecht & Wohnungseigentumsrecht • Forderungseinzug & Inkassorecht • Allgemeines Vertragsrecht • Unterhaltsrecht • Erbrecht
Rechtsanwälte Busch · Schneider Partnerschaftsgesellschaft,"Erftstr. 78, 41460 Neuss",No LinkedIn link,http://www.busch-schneider.de/,mail@busch-schneider.de,Andreas Schneider; Frank Asche; Cornel Ehrentraut,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Steuerrecht •
Kanzlei Wieschemann – Karmeinsky – Wiebelt,"Am Altenhof 8, 67655 Kaiserslautern",No LinkedIn link,http://www.wkw-kl.de/,info@wkw-kl.de,Stefan Klieber; Christian Wiebelt; Bastian Coconcelli; Janina Eispert,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Erbrecht • Zivilrecht • Zivilprozessrecht • Allgemeines Vertragsrecht • Verwaltungsrecht • Grundstücksrecht & Immobilienrecht • Wirtschaftsrecht • Baurecht & Architektenrecht • Verkehrsrecht • Strafrecht • Handelsrecht & Gesellschaftsrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht
Ullmann & Rapp Rechtsanwälte Partnerschaftsgesellschaft mbB,"Von-der-Tann-Straße 41, 86159 Augsburg",https://www.linkedin.com/company/ullmann-rapp-rechtsanwaelte-partnerschaftsgesellschaft-mbb,https://www.ullmann-rapp.de/,info@ullmann-rapp.de,Bernhard Ullmann; Jeremias Ullmann; Jörg Rapp,• Fachanwaltschaft Erbrecht • Fachanwaltschaft Steuerrecht • Mediation • Verkehrsrecht
"Rechtsanwälte Dr. Hofmann, Huesmann und Sodan","Kumpfmühler Str. 30, 93051 Regensburg",No LinkedIn link,http://www.kanzlei-hhs.de/,info@kanzlei-hhs.de,"Markus Huesmann; Jörg Sodan; Dr. Jur. Ronald Hofmann , LL.M. (UCT)",• Fachanwaltschaft Strafrecht • Fachanwaltschaft Arbeitsrecht • Sozialrecht • Verwaltungsrecht • Erbrecht • Verkehrsrecht • Ausländerrecht & Asylrecht • Ordnungswidrigkeitenrecht • Allgemeines Vertragsrecht
Rechtsanwälte Dr. Nickl & Seufert Partnerschaft mbB,"Ebertstr. 6, 73054 Eislingen/Fils",No LinkedIn link,http://www.anwalt-eislingen.de/,info@anwalt-eislingen.de,Nicola Lawrynowicz; Selina Dollak; Dr. jur. Werner Nickl; Fabian Seufert,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Allgemeines Vertragsrecht • Zivilrecht • Unterhaltsrecht • Öffentliches Baurecht • Schiedsgerichtsbarkeit • Grundstücksrecht & Immobilienrecht • Mediation
KOLODZIEJ WINTER KRAUSE Rechtsanwälte,"Dresdner Str. 2, 01662 Meißen",No LinkedIn link,http://www.kanzlei-meissen.de/,kanzlei@kanzlei-meissen.de,Anja Kolodziej-Winter; Jan Winter; Anne Krause,• Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Arzthaftungsrecht • Versicherungsrecht • Medizinrecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Baurecht & Architektenrecht • Werkvertragsrecht • Ordnungswidrigkeitenrecht • Verkehrsrecht • Mediation
jks Rechtsanwälte Fachanwälte,"Lindenstr. 11, 06749 Bitterfeld-Wolfen",No LinkedIn link,http://www.jks-recht.de/,bitterfeld@jks-rae.de,Bettina Hebold-Hebner; Dipl.-Ing. Gerald Röschke; Stefan Trebs; Ralf Stiller; Christian Höhne,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht • Allgemeines Vertragsrecht • Erbrecht • Strafrecht • Forderungseinzug & Inkassorecht • Grundstücksrecht & Immobilienrecht • Mietrecht & Wohnungseigentumsrecht • Sozialrecht • Ordnungswidrigkeitenrecht • Reiserecht • Kaufrecht • Urheberrecht & Medienrecht • Schadensersatzrecht & Schmerzensgeldrecht • Recht rund ums Tier • Wirtschaftsrecht • IT-Recht • Verwaltungsrecht • Vereinsrecht & Verbandsrecht
Salzberger Reiter Mandlsperger & Partner mbB,"Stadtplatz 53, 84453 Mühldorf am Inn",No LinkedIn link,http://www.salzberger.com/,kanzlei@salzberger.com,Astrid Mandlsperger; Axel Reiter; Antje Knall; Nina Unterreitmeier,• Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht • Arbeitsrecht • Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Grundstücksrecht & Immobilienrecht • Ordnungswidrigkeitenrecht • Maklerrecht
No name found,No address found,No LinkedIn link,No website,No email,,Ordnungswidrigkeitenrecht • Verkehrsrecht • Strafrecht •  • Arbeitsrecht
KLOPSCH & PARTNER Rechtsanwälte mbB,"Thomas-Mann-Str. 12, 18055 Rostock",No LinkedIn link,https://www.ra-klopsch.de/,info@ra-klopsch.de,Ingo Thews LL.M.; Christin Harfenmeister; Tamas Ignacz,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Vergaberecht • Baurecht & Architektenrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Steuerrecht • Mietrecht & Wohnungseigentumsrecht • Unternehmensrecht & Betriebsnachfolge • Unterhaltsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht
"VOELKER & Partner, Rechtsanwälte Wirtschaftsprüfer Steuerberater mbB","Am Echazufer 24, 72764 Reutlingen",No LinkedIn link,http://www.voelker-gruppe.com/,info@voelker-gruppe.com,Dr. Stefan Seyfarth; Matthias Borth LL.M.; Veronika Klein,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Arbeitsrecht • Steuerrecht • Unternehmensrecht & Betriebsnachfolge
Rechtsanwälte und Fachanwälte Becker | Behlau | Welke,"Fritz-Frey-Str. 17, 69121 Heidelberg",No LinkedIn link,https://www.strafrecht-heidelberg.de/,info@kanzlei-hd.de,Dr. Jörg Becker; Wolfgang Behlau; Patrick Welke,Fachanwaltschaft Strafrecht •  • Ordnungswidrigkeitenrecht
Dr. Winkelmann Dr. Vogt & Partner Rechtsanwaltsgesellschaft mbB,"Ludwigsplatz 8, 64283 Darmstadt",No LinkedIn link,https://www.winkelmann-vogt.de/,kanzlei@winkelmann-vogt.de,Dr. Dieter Vogt; Dr. Thomas Winkelmann; Dipl. jur. univ. Yvonne Klaus; Kai Sulzmann; Anne Habermann LL.M.,Fachanwaltschaft Medizinrecht • Fachanwaltschaft Steuerrecht •  • Fachanwaltschaft Arbeitsrecht • Erbrecht • Arzthaftungsrecht • Unterhaltsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Mediation • Verkehrsrecht • Strafrecht • Zivilrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht
"Anwaltssozietät Prof. Dr. Tondorf, Böhm & Leber","Ritterstr. 9, 40213 Düsseldorf",No LinkedIn link,http://www.tondorfboehm.de/,kanzlei@tondorfboehm.de,Oliver Dünow; Gregor Leber; Niklas Böhm; Sebastian Böhm,Fachanwaltschaft Medizinrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht •  • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Arzthaftungsrecht • Zivilrecht • Ordnungswidrigkeitenrecht • Unterhaltsrecht
Anwaltskanzlei Dr. Schneider & Schulze,"Franzstr. 117, 06842 Dessau-Roßlau",No LinkedIn link,https://www.rechtsanwalt-dessau.com/,kanzlei@schneider-schulze.de,Christin Terne; Heidrun Schulze; Dr. Sebastian Schneider,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Sozialrecht • Erbrecht • Verwaltungsrecht • Verkehrsrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht
Redlow & Redlow Rechtsanwälte,"Leipziger Str. 46, 03048 Cottbus",No LinkedIn link,http://www.redlow.de/,cottbus@redlow.de,Johannes Hupfeld; Thorsten Redlow; Anja Redlow,• Erbrecht • Werkvertragsrecht • Kaufrecht • Zivilrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Rechtsanwälte Hartmann Abel Zimmer Partnerschaftsgesellschaft mbB,"Gaswerkstraße 5b, 77652 Offenburg",No LinkedIn link,https://www.anwaelte-hc.de/,info@anwaelte-hc.de,Christian Abel; Markus Hartmann; Jürgen Zimmer; Artur Junge; Stefanie Nassall,Fachanwaltschaft Strafrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Versicherungsrecht •  • Ordnungswidrigkeitenrecht • Beamtenrecht • Sozialrecht • Grundstücksrecht & Immobilienrecht • Schadensersatzrecht & Schmerzensgeldrecht
D.O.C. Rechtsanwälte/ Fachanwälte,"Kaiser-Wilhelm-Str. 89, 20355 Hamburg",No LinkedIn link,https://doc-rechtsanwaelte.de/,info@doc-rechtsanwaelte.de,Eylem Çağlar; Șeyma Soydemir; Jutta Wenzel; Dr. Oktay Caglar,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Verkehrsrecht • Strafrecht
Anwaltskanzlei Streit Götz Chromik,"Myliusstraße 14, 71638 Ludwigsburg",No LinkedIn link,https://www.sgc-anwaelte.de/,mail@sgc-anwaelte.de,Matthias Chromik; Alexander Götz; Dominik Streit,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Mietrecht & Wohnungseigentumsrecht • Verkehrsrecht • Zivilrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht •  • Kaufrecht • Schwerbehindertenrecht • Allgemeines Vertragsrecht
Rechtsanwälte am Westenhellweg,"Westenhellweg 43, 44137 Dortmund",No LinkedIn link,http://www.rae-westenhellweg.de/,info@rae-westenhellweg.de,Nicola Skoberne; André Möller; Michael Kohrs; Andre Hohlweg,Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Arbeitsrecht • Pflegerecht • Opferhilfe • Reiserecht •  • Verkehrsrecht • Schwerbehindertenrecht • eBay & Recht • Schadensersatzrecht & Schmerzensgeldrecht • Zivilrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Arzthaftungsrecht
Kanzlei Lesch,"Johannisplatz 21, 04103 Leipzig",No LinkedIn link,http://www.kanzlei-lesch.de/,info@kanzlei-lesch.de,Carina Arneth; Bettina Lesch-Lasaridis; Peter Lesch,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Erbrecht • Fachanwaltschaft Baurecht & Architektenrecht • Mediation • Verkehrsrecht • Arzthaftungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Bankrecht & Kapitalmarktrecht • Zwangsvollstreckungsrecht • Gewerblicher Rechtsschutz • Grundstücksrecht & Immobilienrecht
Schweitzer & Schweitzer Rechtsanwälte,"F1 10, 68159 Mannheim",No LinkedIn link,http://www.rae-schweitzer.de/,roman@rae-schweitzer.de,Stefanie Schweitzer; Roman Schweitzer; Bernd Schweitzer,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Strafrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Zivilrecht • Betreuungsrecht • Allgemeines Vertragsrecht • Erbrecht • Verkehrsrecht
